word,valence,arousal,dominance,trust
tack,0.365,0.431,0.431,0.0
tackle,0.365,0.686,0.569,0.0
tackled,0.438,0.612,0.569,0.0
tackling,0.48,0.694,0.613,0.0
tacky,0.245,0.49,0.373,0.0
taco,0.561,0.353,0.277,0.0
tact,0.55,0.417,0.417,0.0
tactful,0.704,0.292,0.537,0.0
tactic,0.531,0.434,0.798,0.0
tactical,0.594,0.481,0.684,0.0
tactics,0.583,0.676,0.774,0.352
tactile,0.573,0.41,0.491,0.0
tad,0.459,0.24,0.25,0.0
tadpole,0.35,0.434,0.218,0.0
taffeta,0.604,0.279,0.405,0.0
taffy,0.448,0.431,0.204,0.0
tag,0.612,0.353,0.375,0.0
tail,0.48,0.272,0.293,0.0
tailed,0.438,0.358,0.351,0.0
tailgate,0.323,0.34,0.398,0.0
tailings,0.439,0.311,0.446,0.0
taillight,0.479,0.367,0.283,0.0
tailor,0.573,0.206,0.45,0.0
tailoring,0.673,0.54,0.566,0.0
tailpipe,0.46,0.429,0.409,0.0
taint,0.141,0.425,0.226,0.0
take,0.828,0.537,0.348,0.0
takeoff,0.755,0.884,0.626,0.0
takeout,0.736,0.392,0.368,0.0
takeover,0.663,0.531,0.861,0.0
taker,0.375,0.521,0.618,0.0
talcum,0.5,0.196,0.291,0.0
tale,0.663,0.3,0.336,0.0
talent,0.959,0.607,0.811,0.0
talented,0.939,0.635,0.938,0.0
talisman,0.704,0.542,0.642,0.0
talk,0.833,0.346,0.594,0.0
talkative,0.562,0.673,0.535,0.0
talker,0.5,0.604,0.552,0.0
tall,0.725,0.591,0.538,0.0
tallies,0.551,0.29,0.402,0.0
tallow,0.344,0.283,0.29,0.0
tally,0.542,0.42,0.518,0.0
talon,0.344,0.569,0.475,0.0
talons,0.32,0.698,0.525,0.0
tambourine,0.622,0.548,0.348,0.0
tame,0.56,0.604,0.642,0.0
tamer,0.385,0.783,0.815,0.0
taming,0.569,0.514,0.575,0.0
tamper,0.184,0.802,0.545,0.0
tampon,0.396,0.394,0.345,0.0
tan,0.643,0.46,0.444,0.0
tandem,0.552,0.406,0.485,0.438
tang,0.594,0.383,0.34,0.0
tangent,0.573,0.373,0.454,0.0
tangerine,0.571,0.271,0.395,0.0
tangible,0.646,0.35,0.679,0.0
tangle,0.354,0.545,0.254,0.0
tangled,0.26,0.539,0.316,0.0
tango,0.622,0.56,0.43,0.0
tank,0.431,0.454,0.634,0.0
tank top,0.61,0.371,0.371,0.0
tanker,0.52,0.647,0.713,0.0
tanned,0.615,0.55,0.491,0.0
tantalizing,0.525,0.788,0.625,0.0
tantamount,0.633,0.288,0.67,0.539
tantrum,0.219,0.817,0.404,0.0
taoism,0.49,0.25,0.456,0.0
tap,0.461,0.37,0.349,0.0
tape,0.531,0.277,0.254,0.0
tape measure,0.406,0.25,0.36,0.0
taper,0.541,0.41,0.415,0.0
tapering,0.344,0.38,0.237,0.0
tapestry,0.52,0.176,0.362,0.0
tapeworm,0.357,0.334,0.331,0.0
tapioca,0.594,0.297,0.324,0.0
taps,0.448,0.378,0.409,0.0
tar,0.438,0.44,0.57,0.0
tarantula,0.26,0.718,0.544,0.0
tardiness,0.296,0.452,0.26,0.0
tardy,0.204,0.592,0.293,0.0
target,0.633,0.573,0.798,0.0
targeted,0.573,0.537,0.573,0.0
targeting,0.51,0.42,0.58,0.0
tariff,0.459,0.402,0.491,0.0
tarmac,0.357,0.302,0.398,0.0
tarnish,0.204,0.441,0.342,0.0
tarot,0.479,0.422,0.43,0.0
tarp,0.479,0.21,0.364,0.0
tarry,0.392,0.413,0.388,0.0
tart,0.719,0.38,0.219,0.0
tartan,0.448,0.423,0.389,0.0
tartar,0.214,0.351,0.212,0.0
task,0.55,0.353,0.5,0.0
tassel,0.552,0.33,0.307,0.0
taste,0.802,0.406,0.465,0.0
tasteful,0.918,0.458,0.625,0.0
tasteless,0.146,0.196,0.148,0.0
tasting,0.781,0.603,0.6,0.0
tasty,0.959,0.786,0.555,0.0
tat,0.429,0.38,0.404,0.0
tattler,0.417,0.53,0.434,0.0
tattletale,0.633,0.406,0.317,0.0
tattoo,0.49,0.602,0.525,0.0
taught,0.814,0.481,0.642,0.523
taunt,0.083,0.696,0.355,0.0
taupe,0.406,0.34,0.386,0.0
taut,0.432,0.704,0.457,0.0
tavern,0.516,0.577,0.475,0.0
tawdry,0.375,0.51,0.398,0.0
tawny,0.551,0.398,0.4,0.0
tax,0.26,0.481,0.534,0.0
taxed,0.255,0.456,0.5,0.0
taxi,0.542,0.362,0.43,0.0
taxicab,0.479,0.43,0.355,0.0
taxonomy,0.37,0.41,0.63,0.0
taxpayer,0.592,0.528,0.647,0.0
tea,0.698,0.163,0.37,0.0
teach,0.84,0.51,0.852,0.617
teacher,0.76,0.404,0.885,0.641
teaching,0.822,0.444,0.736,0.0
teacup,0.633,0.135,0.277,0.0
teahouse,0.802,0.314,0.288,0.0
teal,0.54,0.293,0.321,0.0
team,0.708,0.461,0.688,0.664
teamjesus,0.673,0.453,0.536,0.0
teammate,0.865,0.449,0.66,0.0
teamwork,0.918,0.49,0.773,0.0
teapot,0.479,0.11,0.309,0.0
tear,0.404,0.62,0.327,0.0
tearful,0.208,0.5,0.184,0.0
tearsofjoy,0.926,0.74,0.455,0.0
teary,0.167,0.473,0.216,0.0
tease,0.317,0.79,0.432,0.0
teaser,0.51,0.558,0.534,0.0
teasing,0.235,0.725,0.352,0.0
teaspoon,0.521,0.33,0.221,0.0
teat,0.612,0.469,0.328,0.0
teatime,0.847,0.159,0.339,0.0
tech,0.684,0.491,0.732,0.0
technical,0.51,0.49,0.736,0.0
technicality,0.632,0.471,0.661,0.0
technician,0.592,0.51,0.713,0.0
technique,0.76,0.414,0.593,0.0
techno,0.561,0.539,0.5,0.0
technological,0.68,0.452,0.815,0.0
technology,0.776,0.49,0.825,0.0
ted,0.712,0.453,0.336,0.0
teddy bear,0.89,0.17,0.192,0.0
tedious,0.104,0.406,0.241,0.0
tedium,0.224,0.331,0.298,0.0
tee,0.459,0.373,0.377,0.0
teeming,0.582,0.55,0.727,0.0
teen,0.729,0.531,0.568,0.0
teenager,0.781,0.593,0.527,0.0
teens,0.653,0.66,0.44,0.0
teensy,0.52,0.427,0.347,0.0
teeny,0.427,0.418,0.216,0.0
teeth,0.52,0.388,0.427,0.0
teething,0.396,0.471,0.474,0.0
teflon,0.354,0.245,0.434,0.0
telegram,0.561,0.542,0.55,0.0
telegraph,0.594,0.423,0.4,0.0
telekinesis,0.582,0.646,0.667,0.0
telemetry,0.46,0.382,0.611,0.0
telepathic,0.602,0.49,0.642,0.0
telepathy,0.594,0.51,0.588,0.0
telephone,0.694,0.52,0.425,0.0
telescope,0.531,0.34,0.5,0.0
telescopic,0.49,0.29,0.66,0.0
telethon,0.643,0.641,0.473,0.0
teletype,0.532,0.392,0.455,0.0
televised,0.625,0.519,0.518,0.0
television,0.633,0.391,0.547,0.0
tell,0.551,0.35,0.457,0.0
teller,0.5,0.395,0.443,0.0
telling,0.719,0.441,0.527,0.0
telltale,0.24,0.663,0.426,0.0
temp,0.49,0.44,0.314,0.0
temper,0.633,0.623,0.818,0.0
tempera,0.458,0.318,0.245,0.0
temperament,0.42,0.625,0.703,0.0
temperamental,0.316,0.774,0.608,0.0
temperance,0.5,0.294,0.639,0.0
temperate,0.469,0.394,0.593,0.547
temperature,0.521,0.559,0.473,0.0
tempered,0.583,0.437,0.667,0.0
tempest,0.245,0.843,0.653,0.0
template,0.479,0.311,0.411,0.0
temple,0.612,0.269,0.66,0.0
tempo,0.582,0.337,0.5,0.0
temporal,0.5,0.413,0.36,0.0
temporarily,0.5,0.365,0.373,0.0
temporary,0.458,0.415,0.324,0.0
tempt,0.21,0.677,0.5,0.0
temptation,0.365,0.817,0.56,0.0
tempting,0.615,0.74,0.519,0.0
temptress,0.427,0.787,0.667,0.0
ten,0.562,0.26,0.406,0.0
tenable,0.741,0.412,0.636,0.0
tenacious,0.724,0.658,0.692,0.0
tenacity,0.74,0.657,0.889,0.0
tenancy,0.5,0.458,0.605,0.0
tenant,0.385,0.36,0.398,0.0
tend,0.604,0.398,0.412,0.0
tendency,0.684,0.5,0.675,0.0
tender,0.63,0.52,0.509,0.516
tenderfoot,0.469,0.421,0.438,0.0
tenderness,0.949,0.276,0.367,0.0
tending,0.622,0.556,0.594,0.0
tendon,0.341,0.271,0.463,0.0
tenement,0.47,0.384,0.55,0.0
tenet,0.667,0.333,0.636,0.0
tenets,0.734,0.357,0.667,0.0
tenfold,0.469,0.418,0.5,0.0
tennis,0.622,0.519,0.431,0.0
tenor,0.587,0.451,0.5,0.0
tense,0.396,0.439,0.655,0.0
tensile,0.458,0.51,0.618,0.0
tension,0.304,0.81,0.529,0.0
tent,0.51,0.275,0.333,0.0
tentacle,0.37,0.559,0.398,0.0
tentative,0.582,0.657,0.534,0.0
tenth,0.51,0.349,0.382,0.0
tenths,0.406,0.294,0.284,0.0
tenuous,0.398,0.263,0.276,0.0
tenure,0.615,0.472,0.611,0.0
tepee,0.5,0.337,0.373,0.0
tepid,0.337,0.327,0.237,0.0
tequila,0.612,0.71,0.536,0.0
teriyaki,0.646,0.449,0.431,0.0
term,0.45,0.255,0.598,0.0
terminal,0.316,0.434,0.483,0.0
terminate,0.171,0.41,0.441,0.0
termination,0.344,0.472,0.545,0.0
terminator,0.37,0.663,0.737,0.0
terminology,0.612,0.284,0.566,0.0
terminus,0.281,0.382,0.615,0.0
termite,0.265,0.48,0.408,0.0
terms,0.49,0.362,0.645,0.531
tern,0.573,0.365,0.309,0.0
ternary,0.55,0.406,0.48,0.0
terrace,0.615,0.269,0.411,0.0
terrain,0.54,0.3,0.472,0.0
terrestrial,0.542,0.413,0.582,0.0
terrible,0.061,0.849,0.604,0.0
terribly,0.061,0.731,0.43,0.0
terrier,0.562,0.54,0.431,0.0
terrific,0.859,0.65,0.821,0.0
terrified,0.09,0.902,0.387,0.0
terrifies,0.083,0.923,0.5,0.0
terrify,0.052,0.889,0.509,0.0
terrifying,0.031,0.836,0.602,0.0
territorial,0.405,0.6,0.766,0.0
territory,0.625,0.469,0.676,0.0
terror,0.069,0.902,0.415,0.0
terrorism,0.06,0.971,0.673,0.0
terrorist,0.019,0.93,0.679,0.0
terrorists,0.062,0.967,0.688,0.0
terrorize,0.041,0.907,0.577,0.0
terse,0.542,0.393,0.409,0.0
tertiary,0.5,0.35,0.431,0.0
test,0.449,0.5,0.509,0.0
testament,0.594,0.42,0.806,0.617
testicle,0.458,0.651,0.41,0.0
testicular,0.388,0.68,0.453,0.0
testify,0.521,0.65,0.741,0.0
testimonial,0.541,0.538,0.75,0.0
testimony,0.615,0.578,0.643,0.586
testosterone,0.573,0.84,0.775,0.0
testy,0.135,0.64,0.357,0.0
tetanus,0.133,0.577,0.368,0.0
tether,0.323,0.62,0.407,0.0
tethered,0.26,0.472,0.351,0.0
tetrahedral,0.595,0.468,0.423,0.0
text,0.604,0.157,0.402,0.0
textbook,0.622,0.235,0.526,0.0
textile,0.604,0.235,0.395,0.0
textural,0.66,0.296,0.445,0.0
texture,0.615,0.215,0.412,0.0
tgif,0.542,0.471,0.436,0.0
thank,0.958,0.353,0.526,0.0
thankful,0.969,0.344,0.714,0.0
thankgod,0.823,0.451,0.466,0.0
thanking,0.917,0.538,0.658,0.0
thankless,0.146,0.5,0.497,0.0
thanks,0.918,0.472,0.461,0.0
thanksalot,0.908,0.428,0.525,0.0
thanksgiving,0.927,0.449,0.637,0.0
thankyougod,0.9,0.446,0.651,0.0
thankyoujesus,0.878,0.406,0.604,0.0
thankyoulord,0.809,0.388,0.466,0.0
thatch,0.337,0.245,0.161,0.0
thatmoment,0.667,0.389,0.34,0.0
thaumaturgy,0.51,0.546,0.618,0.0
thaw,0.438,0.321,0.327,0.0
theater,0.76,0.635,0.516,0.0
theatrical,0.72,0.69,0.546,0.0
theatrics,0.694,0.539,0.486,0.0
thebest,0.76,0.596,0.719,0.0
theft,0.135,0.867,0.394,0.0
theism,0.46,0.431,0.481,0.0
theistic,0.397,0.365,0.509,0.0
thelife,0.688,0.566,0.629,0.0
thelittlethings,0.571,0.24,0.324,0.0
theme,0.541,0.176,0.427,0.0
theocracy,0.49,0.427,0.722,0.0
theocratic,0.38,0.48,0.605,0.422
theologian,0.521,0.304,0.759,0.0
theological,0.48,0.363,0.683,0.461
theology,0.448,0.33,0.711,0.0
theorem,0.5,0.296,0.615,0.445
theoretical,0.615,0.27,0.546,0.0
theory,0.583,0.314,0.529,0.328
therapeutic,0.625,0.275,0.68,0.633
therapeutics,0.552,0.343,0.625,0.0
therapist,0.468,0.43,0.679,0.0
therapy,0.49,0.353,0.607,0.0
thereabouts,0.427,0.365,0.285,0.0
thereof,0.542,0.265,0.281,0.0
therewith,0.462,0.317,0.398,0.0
thermal,0.48,0.36,0.509,0.0
thermocouple,0.406,0.406,0.422,0.0
thermodynamics,0.51,0.594,0.678,0.0
thermometer,0.4,0.327,0.473,0.305
thermos,0.582,0.255,0.328,0.0
thermostat,0.439,0.48,0.321,0.0
thesaurus,0.52,0.48,0.509,0.0
thesis,0.583,0.582,0.552,0.0
thick,0.449,0.433,0.596,0.0
thicken,0.406,0.398,0.509,0.0
thickening,0.448,0.355,0.434,0.0
thicket,0.385,0.373,0.324,0.0
thickness,0.552,0.37,0.443,0.0
thief,0.088,0.888,0.443,0.0
thigh,0.469,0.433,0.588,0.0
thimble,0.49,0.192,0.218,0.0
thin,0.469,0.337,0.356,0.0
thing,0.449,0.222,0.26,0.0
things,0.519,0.25,0.368,0.0
thingy,0.458,0.312,0.158,0.0
think,0.786,0.408,0.618,0.0
thinker,0.706,0.386,0.764,0.0
thinking,0.72,0.308,0.595,0.0
third,0.551,0.187,0.304,0.0
thirds,0.402,0.327,0.345,0.0
thirst,0.298,0.519,0.307,0.0
thirsty,0.281,0.66,0.31,0.0
thirteen,0.459,0.385,0.331,0.0
thirteenth,0.408,0.33,0.425,0.0
thirty,0.562,0.349,0.316,0.0
thistle,0.427,0.423,0.357,0.0
thither,0.5,0.27,0.316,0.0
thong,0.467,0.596,0.269,0.0
thorn,0.296,0.541,0.427,0.0
thorny,0.177,0.69,0.5,0.0
thorough,0.467,0.35,0.558,0.0
thoroughbred,0.669,0.74,0.716,0.0
thoroughfare,0.582,0.481,0.49,0.0
thought,0.78,0.315,0.571,0.0
thoughtful,0.667,0.29,0.527,0.617
thoughtfulness,0.867,0.269,0.667,0.0
thoughtless,0.194,0.58,0.452,0.0
thoughts,0.745,0.382,0.691,0.0
thousand,0.663,0.355,0.48,0.0
thrash,0.26,0.51,0.472,0.0
thread,0.646,0.184,0.209,0.0
threat,0.135,0.865,0.667,0.0
threaten,0.104,0.958,0.59,0.0
threatened,0.052,0.928,0.354,0.0
threatening,0.071,0.875,0.652,0.0
three,0.653,0.225,0.377,0.0
threefold,0.521,0.4,0.534,0.0
threesome,0.49,0.676,0.56,0.0
thresh,0.49,0.417,0.5,0.0
threshold,0.531,0.519,0.575,0.0
thrice,0.469,0.442,0.462,0.0
thrift,0.76,0.217,0.649,0.227
thrifty,0.604,0.38,0.676,0.0
thrill,0.888,0.837,0.711,0.0
thrilled,0.898,0.818,0.807,0.0
thriller,0.49,0.796,0.645,0.0
thrilling,0.93,0.827,0.782,0.0
thrive,0.948,0.529,0.772,0.0
thriving,0.865,0.521,0.779,0.0
throat,0.35,0.538,0.346,0.0
throb,0.5,0.673,0.556,0.0
throbbing,0.645,0.808,0.491,0.0
throes,0.146,0.76,0.235,0.0
throne,0.724,0.606,0.887,0.367
throng,0.48,0.81,0.706,0.0
throttle,0.562,0.804,0.75,0.0
throw,0.344,0.77,0.623,0.0
throwback,0.28,0.454,0.356,0.0
thrower,0.47,0.69,0.717,0.0
thrown,0.5,0.55,0.619,0.0
thrush,0.306,0.49,0.454,0.0
thrust,0.51,0.647,0.663,0.0
thruster,0.698,0.812,0.719,0.0
thud,0.255,0.686,0.62,0.0
thug,0.24,0.882,0.667,0.0
thumb,0.673,0.271,0.361,0.0
thumbprint,0.51,0.347,0.451,0.0
thump,0.28,0.792,0.608,0.0
thumper,0.354,0.623,0.457,0.0
thumping,0.214,0.755,0.566,0.0
thunder,0.296,0.916,0.526,0.0
thunderbolt,0.418,0.719,0.642,0.0
thunderclap,0.39,0.833,0.607,0.0
thundering,0.337,0.778,0.7,0.0
thunderstorm,0.135,0.86,0.784,0.0
thunderstruck,0.194,0.716,0.509,0.0
thwart,0.281,0.684,0.409,0.0
thx,0.562,0.425,0.461,0.0
thyme,0.561,0.255,0.325,0.0
thyroid,0.234,0.455,0.373,0.0
tiara,0.719,0.3,0.472,0.0
tibia,0.45,0.302,0.425,0.0
tic,0.271,0.438,0.25,0.0
tick,0.521,0.386,0.412,0.0
ticked,0.469,0.386,0.455,0.0
ticker,0.479,0.471,0.509,0.0
ticket,0.684,0.387,0.434,0.0
tickle,0.76,0.727,0.342,0.297
tickled,0.755,0.707,0.364,0.0
ticklish,0.823,0.814,0.345,0.0
tidal,0.592,0.539,0.519,0.0
tidal wave,0.24,0.894,0.736,0.0
tidbit,0.552,0.382,0.385,0.0
tide,0.541,0.556,0.42,0.0
tidings,0.61,0.51,0.694,0.0
tidy,0.76,0.208,0.647,0.0
tie,0.663,0.464,0.431,0.0
tier,0.52,0.245,0.56,0.0
tiff,0.531,0.415,0.343,0.0
tiger,0.479,0.765,0.664,0.0
tighten,0.388,0.487,0.627,0.0
tightness,0.344,0.606,0.759,0.0
tightrope,0.354,0.653,0.279,0.0
tights,0.583,0.343,0.269,0.0
tilde,0.52,0.314,0.321,0.0
tile,0.429,0.245,0.348,0.0
tiling,0.6,0.33,0.315,0.0
till,0.49,0.327,0.319,0.0
tillage,0.552,0.591,0.54,0.0
tiller,0.448,0.41,0.29,0.0
tilt,0.365,0.549,0.463,0.0
tilting,0.459,0.384,0.34,0.0
timber,0.332,0.202,0.386,0.0
timberland,0.55,0.415,0.571,0.0
timbre,0.46,0.48,0.296,0.0
time,0.604,0.288,0.609,0.0
timeless,0.408,0.468,0.583,0.0
timeliness,0.76,0.404,0.582,0.0
timely,0.865,0.387,0.591,0.0
timeout,0.344,0.433,0.322,0.0
timepiece,0.65,0.279,0.461,0.0
timer,0.469,0.433,0.5,0.0
times,0.49,0.279,0.439,0.0
timetable,0.561,0.189,0.491,0.0
timewasters,0.391,0.535,0.291,0.0
timid,0.327,0.276,0.132,0.0
timidity,0.333,0.358,0.153,0.0
timing,0.521,0.311,0.577,0.5
tin,0.469,0.37,0.217,0.0
tincture,0.44,0.36,0.402,0.0
tine,0.438,0.373,0.284,0.0
tinfoil,0.448,0.284,0.311,0.0
tinge,0.469,0.292,0.264,0.0
tingle,0.46,0.56,0.264,0.0
tingling,0.427,0.615,0.34,0.0
tinker,0.396,0.528,0.275,0.0
tinkering,0.531,0.49,0.448,0.0
tinkle,0.562,0.529,0.356,0.0
tinkling,0.612,0.53,0.324,0.0
tinnitus,0.384,0.536,0.411,0.0
tinsel,0.663,0.521,0.473,0.0
tint,0.582,0.292,0.273,0.0
tiny,0.479,0.196,0.125,0.0
tip,0.708,0.221,0.518,0.0
tipper,0.427,0.571,0.431,0.0
tipster,0.49,0.462,0.49,0.0
tipsy,0.51,0.625,0.57,0.0
tiptoe,0.51,0.49,0.407,0.0
tirade,0.378,0.587,0.532,0.0
tire,0.438,0.385,0.381,0.0
tired,0.125,0.317,0.191,0.0
tiredness,0.387,0.408,0.242,0.0
tiredofit,0.3,0.27,0.204,0.0
tireless,0.657,0.75,0.645,0.0
tiresome,0.24,0.542,0.153,0.0
tiring,0.153,0.51,0.176,0.0
tissue,0.558,0.236,0.345,0.0
tistheseason,0.646,0.548,0.435,0.0
tit,0.402,0.539,0.388,0.0
titan,0.598,0.653,0.811,0.0
titanic,0.427,0.786,0.795,0.0
titanium,0.52,0.47,0.704,0.0
tithe,0.507,0.276,0.385,0.0
title,0.708,0.356,0.574,0.469
titled,0.677,0.24,0.658,0.0
titty,0.561,0.548,0.294,0.0
titular,0.704,0.385,0.76,0.0
toad,0.302,0.452,0.196,0.0
toast,0.74,0.382,0.356,0.0
toaster,0.542,0.337,0.387,0.0
toasty,0.698,0.461,0.396,0.0
tobacco,0.327,0.546,0.387,0.0
toby,0.427,0.375,0.33,0.0
tod,0.469,0.33,0.384,0.0
today,0.506,0.306,0.362,0.0
toddler,0.812,0.469,0.368,0.0
toe,0.406,0.221,0.293,0.0
toenail,0.53,0.38,0.306,0.0
toffee,0.658,0.51,0.396,0.0
tofu,0.521,0.33,0.283,0.0
toga,0.698,0.393,0.373,0.0
together,0.874,0.392,0.658,0.0
togetherness,0.906,0.36,0.635,0.0
toil,0.558,0.51,0.583,0.0
toilet,0.49,0.29,0.233,0.0
toils,0.48,0.71,0.482,0.0
token,0.51,0.418,0.414,0.0
tolerable,0.75,0.35,0.374,0.0
tolerance,0.875,0.206,0.649,0.508
tolerant,0.765,0.192,0.618,0.0
tolerate,0.724,0.43,0.588,0.0
toleration,0.776,0.442,0.727,0.0
toll,0.296,0.422,0.453,0.0
tomahawk,0.51,0.642,0.504,0.0
tomato,0.55,0.183,0.275,0.0
tomatoes,0.615,0.24,0.272,0.0
tomb,0.112,0.5,0.343,0.0
tombstone,0.204,0.441,0.311,0.0
tomcat,0.52,0.412,0.386,0.0
tome,0.429,0.316,0.492,0.0
tomorrow,0.792,0.377,0.407,0.0
ton,0.56,0.418,0.604,0.0
tone,0.551,0.355,0.411,0.0
toner,0.448,0.3,0.368,0.0
tong,0.475,0.48,0.37,0.0
tongs,0.5,0.459,0.321,0.0
tongue,0.542,0.432,0.482,0.0
tonic,0.541,0.36,0.5,0.0
tonnage,0.323,0.382,0.59,0.0
tonsils,0.347,0.373,0.283,0.0
toocold,0.42,0.55,0.379,0.0
tool,0.49,0.35,0.594,0.0
toolbox,0.531,0.316,0.472,0.0
tooling,0.51,0.406,0.634,0.0
toomuchtodo,0.42,0.688,0.355,0.0
toot,0.5,0.481,0.373,0.0
tooth,0.439,0.25,0.367,0.0
toothache,0.188,0.853,0.412,0.0
toothbrush,0.517,0.33,0.321,0.0
toothed,0.449,0.394,0.352,0.0
toothless,0.312,0.541,0.272,0.0
toothpaste,0.51,0.29,0.371,0.0
toothpick,0.561,0.216,0.185,0.0
toots,0.552,0.48,0.451,0.0
top,0.76,0.4,0.554,0.469
topaz,0.643,0.325,0.384,0.0
topic,0.52,0.276,0.427,0.0
topical,0.561,0.34,0.5,0.0
topless,0.625,0.765,0.414,0.0
topographic,0.604,0.378,0.558,0.0
topographical,0.438,0.35,0.538,0.0
topography,0.469,0.357,0.506,0.0
topple,0.198,0.82,0.573,0.0
topside,0.708,0.466,0.598,0.0
tor,0.337,0.43,0.418,0.0
torch,0.531,0.63,0.545,0.0
torment,0.057,0.75,0.387,0.0
tormented,0.071,0.855,0.323,0.0
torn,0.153,0.51,0.283,0.0
tornado,0.26,0.896,0.784,0.0
torpedo,0.219,0.794,0.707,0.0
torque,0.466,0.375,0.406,0.0
torrent,0.541,0.745,0.676,0.0
torrid,0.281,0.625,0.517,0.0
torsion,0.312,0.651,0.402,0.0
torso,0.408,0.394,0.473,0.0
tort,0.229,0.635,0.455,0.0
tortious,0.312,0.724,0.491,0.0
tortoise,0.673,0.078,0.25,0.0
tortuous,0.194,0.755,0.382,0.0
torture,0.115,0.878,0.555,0.0
tortured,0.062,0.89,0.361,0.0
toss,0.418,0.725,0.575,0.0
tot,0.602,0.431,0.311,0.0
total,0.771,0.286,0.714,0.0
totality,0.688,0.443,0.717,0.0
totally,0.82,0.422,0.702,0.0
tote,0.51,0.398,0.625,0.0
totem,0.639,0.35,0.571,0.0
touch,0.646,0.477,0.455,0.0
touchdown,0.667,0.77,0.586,0.0
touched,0.592,0.38,0.404,0.0
touching,0.76,0.439,0.491,0.0
touchy,0.323,0.51,0.343,0.0
tough,0.344,0.588,0.742,0.0
toughen,0.458,0.683,0.711,0.0
toughness,0.552,0.618,0.837,0.43
toupee,0.323,0.27,0.324,0.0
tour,0.663,0.545,0.543,0.0
tourism,0.823,0.531,0.545,0.0
tourist,0.745,0.48,0.43,0.0
tourmaline,0.448,0.513,0.441,0.0
tournament,0.694,0.74,0.611,0.0
tourniquet,0.335,0.521,0.398,0.0
tout,0.48,0.538,0.375,0.0
tow,0.531,0.5,0.508,0.0
towel,0.63,0.208,0.286,0.0
tower,0.606,0.38,0.644,0.0
towering,0.5,0.69,0.806,0.0
town,0.551,0.299,0.627,0.0
townhouse,0.622,0.4,0.443,0.0
township,0.531,0.292,0.667,0.0
townspeople,0.677,0.466,0.569,0.0
toxic,0.008,0.885,0.492,0.0
toxicity,0.104,0.865,0.491,0.0
toxicology,0.302,0.736,0.574,0.0
toxin,0.115,0.654,0.456,0.0
toy,0.878,0.42,0.275,0.0
toymaker,0.755,0.51,0.536,0.0
trace,0.573,0.346,0.483,0.0
traceable,0.602,0.37,0.535,0.0
tracer,0.573,0.327,0.645,0.0
traces,0.482,0.448,0.389,0.0
trachea,0.448,0.509,0.387,0.0
tracing,0.418,0.591,0.565,0.0
track,0.448,0.433,0.526,0.0
tracker,0.398,0.744,0.731,0.0
tract,0.406,0.422,0.339,0.0
tractable,0.635,0.5,0.469,0.0
traction,0.429,0.585,0.648,0.0
tractor,0.449,0.58,0.619,0.0
trade,0.561,0.544,0.69,0.461
trademark,0.667,0.344,0.75,0.0
trader,0.562,0.632,0.854,0.0
tradesman,0.531,0.431,0.664,0.0
trading,0.635,0.602,0.705,0.422
tradition,0.83,0.43,0.75,0.0
traditional,0.677,0.221,0.604,0.0
traffic,0.323,0.559,0.518,0.0
traffic light,0.49,0.469,0.479,0.0
trafficking,0.25,0.71,0.399,0.0
tragedies,0.1,0.91,0.442,0.0
tragedy,0.052,0.843,0.34,0.0
tragic,0.048,0.904,0.396,0.0
trail,0.6,0.322,0.455,0.0
trailer,0.541,0.49,0.473,0.0
train,0.666,0.705,0.62,0.0
train set,0.604,0.598,0.464,0.0
trained,0.771,0.538,0.645,0.0
trainee,0.627,0.408,0.352,0.0
trainer,0.698,0.719,0.824,0.414
training,0.714,0.776,0.788,0.0
trait,0.469,0.365,0.453,0.0
traitor,0.112,0.796,0.491,0.0
traitorous,0.073,0.745,0.412,0.0
trajectory,0.653,0.558,0.779,0.0
tram,0.667,0.628,0.492,0.0
tramp,0.108,0.51,0.182,0.0
trample,0.235,0.764,0.562,0.0
trampoline,0.604,0.69,0.391,0.0
tramway,0.615,0.538,0.543,0.0
trance,0.469,0.481,0.382,0.0
tranquil,0.917,0.094,0.355,0.0
tranquility,0.84,0.135,0.442,0.594
tranquilizer,0.51,0.236,0.596,0.0
transact,0.521,0.625,0.68,0.0
transaction,0.65,0.577,0.579,0.414
transatlantic,0.724,0.596,0.706,0.0
transceiver,0.51,0.49,0.537,0.0
transcend,0.604,0.771,0.726,0.0
transcendence,0.656,0.608,0.754,0.602
transcendent,0.667,0.6,0.824,0.0
transcendental,0.635,0.652,0.842,0.0
transcribe,0.5,0.394,0.573,0.0
transcriber,0.49,0.42,0.615,0.0
transcript,0.639,0.398,0.528,0.531
transcription,0.592,0.455,0.615,0.0
transfer,0.702,0.49,0.519,0.0
transference,0.592,0.294,0.551,0.0
transferred,0.48,0.45,0.409,0.0
transfixed,0.427,0.66,0.528,0.0
transform,0.735,0.667,0.696,0.0
transformation,0.796,0.618,0.77,0.0
transformer,0.582,0.582,0.723,0.0
transfusion,0.417,0.73,0.557,0.0
transgression,0.158,0.89,0.611,0.0
transient,0.51,0.405,0.43,0.0
transistor,0.48,0.48,0.444,0.0
transit,0.439,0.59,0.588,0.0
transition,0.605,0.561,0.558,0.0
transitional,0.573,0.472,0.491,0.0
transitive,0.479,0.377,0.414,0.0
transitory,0.438,0.45,0.407,0.0
